orig_index	sentence	label
49773	by the send of it all i sort evening of completely loved the people onscreen even though i could not stand them	1
49773	by the send of it all i them people loved the of onscreen even though i could not stand sort	1
49773	by the send of it all i sort of loved the people onscreen level though i could not stomach them	1
49773	by the send of it all i sort of loved the people onscreen even though i could not stand them 	1
49773	by the send of it all i sort of i even people onscreen the though loved could not stand them	1
49935	's neither original nor terribly funny	0
49935	s neither original nor abominably funny	0
49935	s neither original nor terribly funny	0
49935	s funny original nor terribly neither	0
49935	s neither original terribly funny	0
49935	neither original nor terribly funny	0
52222	its cutesy reliance on movie-specific cliches	0
52222	its cutesy reliance on movie specific cliche	0
52222	its information technology cutesy reliance on movie specific cliches	0
52222	its cutesy reliance on movie specific cliches	0
52222	along its cutesy reliance on movie specific cliches	0
52222	movie cutesy reliance on its specific cliches	0
52737	be growing	1
52737	be grow growing	1
52737	be maturation	1
52737	growing be	1
52737	atomic number be growing	1
52737	be growing	1
52754	steal your heart away	1
52754	steal your forth heart away	1
52754	slip steal your heart away	1
52754	your heart away	1
52754	steal your heart away	1
53518	a terrible movie , just	0
53518	a just movie terrible	0
53518	a terrible picture just	0
53518	a terrible just movie	0
53518	a terrible movie direful just	0
53518	a terrible movie just	0
53641	things interesting	1
53641	things occupy	1
53641	things worry interesting	1
53641	things interesting	1
53641	interesting things	1
54711	punch-drunk love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '	0
54711	punch drunk love is so convince of its own brilliance that if it were a person you calciferol want to smash its face in	0
54711	drunk love is so convinced of its own that if it were a person you d want to smash face in	0
54711	punch drunk love is so of convinced its own d that if it were a person you brilliance want to smash its face in	0
54711	punch drunk love is so convinced of its own brilliance that if it were a person you d want to smash its face in 	0
54711	nail punch drunk love is so convinced of its own brilliance that if it were peg a person you d want to smash its face in	0
55317	stands as one of the year 's most intriguing movie experiences	1
55317	stands of one as the year s most intriguing movie experiences	1
55317	stands as one of the year s most intriguing movie experiences	1
55317	stands as one of the movie s most intriguing year experiences	1
55317	stands as one of the year s intriguing movie experiences	1
55317	stands as one of the year s most intriguing moving picture experiences	1
57702	be as tiresome as nine seconds of jesse helms ' anti- castro	0
57702	be as tiresome as nine second gear of jesse helms anti castro	0
57702	be as tiresome as nine seconds of jesse helms anti castro	0
57702	be as tiresome of nine seconds as jesse helms anti castro	0
58873	of its grand locations	1
58873	of its grand locations	1
58873	grand its of locations	1
58873	of its grand emplacement locations	1
58873	of grand	1
58873	of its grand localisation	1
60586	the director taking a hands-off approach when the should have shaped the story to show us why it 's compelling	0
60586	the director taking a hands off approach when the should have shaped the story to show us why it s compelling	0
60586	the director taking a hands off approach when to s have shaped the story the show us why it should compelling	0
60586	the director taking a men off approach when the should have shaped the story to evince us why it s compelling	0
60586	the taking a hands off when the should have shaped story us why it compelling	0
60586	the director taking draw near a hands off approach when the should have shaped the story to narrative show us why it s compelling	0
60784	never finds its stone and several scenes run too long .	0
60784	never finds its stone and several vista run too long	0
60784	never finds its stone and respective scenes run too long	0
60784	never finds its stone and several scenes long too run	0
60784	never finds its stone and several scenes run too long 	0
60784	never finds its stone several scenes too long	0
63754	has a pleasing way with a metaphor .	1
63754	has agency a pleasing way with a metaphor	1
63754	has a pleasing elbow room with a metaphor	1
63754	a has pleasing way with a metaphor	1
63754	has a pleasing way with a metaphor 	1
63754	has a pleasing metaphor with a way	1
