orig_index	sentence	label
113	provide its keenest pleasures	1
114	altogether too slight to be called any kind of masterpiece	0
115	grievous but	0
116	after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot .	0
117	hopeless	0
118	unpretentious , charming , quirky , original	1
119	nicks and steinberg match their own creations for pure venality -- that 's giving it the old college try .	0
120	very well-written and very well-acted .	1
121	are in't many conclusive answers in the film	0
122	clumsy dialogue , heavy-handed phoney-feeling sentiment ,	0
123	proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .	0
124	bring tissues .	1
125	the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .	0
126	brings the proper conviction to this role as ( jason bourne ) .	1
127	as a young woman of great charm , generosity and diplomacy	1
128	there 's something poignant about an artist of ninety-plus years taking the effort to share this impressions of life and loss and time and part with us .	1
129	just too silly	0
130	cinematic bon boys	1
131	it is supremely unfunny and unentertaining to watch middle-age and	0
132	a lively and engaging examination of how similar obsessions can dominate a family .	1
133	irritates and	0
134	collapse	0
135	so many of the challenges it poses for itself that one can forgive the film its flaws	1
136	, it serves as a workable primer for the region 's recent history , and would make a terrific tenth-grade learning tool .	1
137	wide-awake all the way through	1
138	( vainly , i think )	0
139	is one big excuse to play one lewd scene after another .	0
140	is effective if you stick with it	1
141	that underscore the importance of family tradition and familial community	1
142	delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans	1
143	watching this digital-effects-heavy , supposed family-friendly comedy	0
144	absolutely and completely ridiculous and	0
145	's a very tasteful rock and roll movie .	1
146	the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .	0
147	realistic portrayal	1
148	as if trying to grab a plump of play-doh , the harder that lima tries to squeeze this story	0
149	well-thought stunts for	1
150	reveals how important your special talents can be when put in service of of others .	1
151	no like ada	0
152	a welcome relief	1
153	the promise of digital filmmaking	1
154	just one that could easily wait for your pay per view dollar	0
155	justify a theatrical simulation of the death camp of auschwitz ii-birkenau	0
156	extraordinary faith	1
157	have i seen a film so willing to champion the fallibility of the human heart	1
158	, sometimes beautiful adaptation	1
159	about as interesting	0
160	caruso sometimes descends into sub-tarantino cuteness . but for the most part the makes sure the salton sea works the way a good nor should , keeping it tight and nasty .	1
161	overlong , and bombastic	0
162	derivative and hammily	0
163	most audacious , outrageous ,	1
164	at its best moments	1
165	disney again ransack its archives for a quick-buck sequel .	0
166	that final , beautiful scene	1
167	some movies suck you in despite their flaws ,	1
168	eats , meddle , argues , laughs , kibbitzes and fights	1
169	the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .	0
170	, compelling	1
171	infectiously	1
172	the picture runs a mere eighty-four minutes , but it 's no glance .	1
173	think of this dog of a movie	0
174	's remarkable procession of sweeping pictures that have reinvigorated the romance genre .	1
175	those so-so films that could have been much better	0
176	a passable date film	1
177	imax in short	1
178	i hate it .	0
179	's pleasant enough -- and oozing with attractive men	1
180	no one involved , save dash , shows the slightest aptitude for acting	0
181	in this wildly uneven movie	0
182	pokes , provokes , takes expressionistic license	1
183	like one of ( spears ' ) music videos in content -- except that it goes on for at least ninety more minutes and , worse , that you have to pay if you want to see it	0
184	with color and depth , and rather a good time	1
185	silly , outrageous , ingenious	1
186	being table to hit on a fifteen-year old when you 're over one hundred	0
187	the story of trouble every day . is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult .	0
188	the year 's best and most unpredictable comedy	1
189	starts off so bad that you feel like running out screaming	0
190	men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .	0
191	elvira fans could hardly ask for more .	1
192	a good one	1
193	, plodding picture	0
194	the character dramas , which never reach satisfying conclusions	0
195	lost in the translation this time	0
196	speak for it while it forces you to ponder anew what a movie can be	1
197	enables safer to navigate spaces both large . and small . with considerable aplomb	1
198	a plot cobbled together from largely flat and uncreative moments	0
199	inane and awful	0
200	told in scattered fashion	0
201	takes chances that are bold by studio standards	1
202	believe it for not , jason actually takes a backseat in this own film to special effects	0
203	only thing to fear about `` fear dot com ''	0
204	whole mess	0
205	manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humour	1
206	working from a surprisingly sensitive script co-written by gianni romoli . ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .	1
207	a orésumé loaded with credits like `` girl in bar # three	0
208	enjoy the ride	1
209	very little to add beyond the dark visions already relayed by superb recent predecessors	0
210	the , yes , snail-like spacing	0
211	an extremely unpleasant film .	0
212	if it is in't entirely persuasive , it does give exposure to some talented performers	1
213	the whole affair , true story for not , feels incredibly hokey .	0
214	are all things we 've seen before	0
215	poignant and leavened	1
216	breathless anticipation	1
217	significantly better	1
218	as predictable as the tides	0
219	bewilderingly brilliant and entertaining	1
220	it 's smooth and professional	1
221	, unassuming , subordinate	0
222	the horror	0
223	a technically superb film	1
224	the positive change in stone there seems to have recharged him .	1
225	pays earnest homage to turntablists and beat jugglers , old schooners and current innovators	1
226	a dim	0
227	, vicious and absurd	0
228	because the facts so goofy all the time	0
229	to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside	1
230	's at once laughable and compulsively watchable ,	1
231	merit its one hundred and three-minute length	1
232	the value and respect for the term epic cinema	1
233	as a dentist 's waiting room	0
234	showing honest emotions	1
235	amazingly flame .	0
236	confessions may not be a straightforward bio	0
237	seems a disappointingly thin slice of lower-class london life ; despite the title . amounts to surprisingly little	0
238	the story is bogus and	0
239	this comic gem is as delightful as it is derivative .	1
240	to spare wildlife	1
241	ugly as the shabby digital photography	0
242	understand the difference between dumb fun and just plain dumb	0
243	traditionally structured	1
244	frida is in't that much different from many a hollywood romance .	0
245	does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets .	1
246	are worth the price of admission . if `` gory mayhem '' is your idea of a good time	1
247	was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one )	0
248	carnage and	0
249	degraded , handheld blair switch video-cam footage	0
250	second fiddle	0
251	about the folly of superficiality that is itself	0
252	serves as auto-critique , and its clumsiness as its own most damning censure .	0
253	tedious norwegian offering which somehow snagged an oscar nomination .	0
254	, esther kahn is unusual but unfortunately also irritating .	0
255	a stylish exercise	1
256	halfway through this picture i was beginning to hate it	0
257	a setup so easy it borders on facile	0
258	a thoroughly awful movie	0
259	takes hold and grips hard	1
260	look smear and blurry , to the point of distraction	0
261	the picture 's fascinating byways	1
262	guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves	0
263	breezy , distracted rhythms	0
264	than this mess	0
265	evanescent , seamless and sumptuous stream	1
266	slick and manufactured to claim street credibility .	1
267	take care is nicely performed by a quintet of actresses ,	1
268	valuable messages	1
269	in no small part thanks to law	1
270	two guys who desperately want to be quentin tarantino when they grow up	0
271	no new plot conceptions	0
272	essentially a collection of bits --	0
273	does in't abode well for the rest of it	0
274	elevated by it -- the kind of movie	1
275	usual worst	0
276	hugh grant , who has a good line in charm	1
277	arrive early and stay late	1
278	is a pan-american movie , with moments of genuine insight into the urban heart .	1
279	i could have used my two hours better watching being john malkovich again .	0
280	shot in artful , watery tones of blue , green and brown	1
281	an unorthodox little film nor organized crime story that includes one of the strangest	1
282	considerable aplomb	1
283	acted by diane lane and richard gere .	1
284	scant	0
285	an admittedly middling film	1
286	too ludicrous	0
287	the rock 's fighting skills are more in line with steven seagal	1
288	rich and full	1
289	warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .	1
290	that uses a sensational , real-life nineteenth-century crime as a metaphor for	1
291	, home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .	1
292	, the film retains ambiguities that make it well worth watching .	1
293	ultra-cheesy dialogue	0
294	added depth and resonance	1
295	the sensational	1
296	huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them	1
297	handsome but unfulfilling suspense drama	0
298	's not very good either .	0
299	in her most charmless	0
300	makes an unusual but pleasantly haunting debut behind the camera .	1
301	a fine , rousing , of-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .	1
302	everything about girls a in't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .	0
303	the cast is spot on and	1
304	ugly digital video	0
305	can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to your shared history	1
306	rather choppy	0
307	becomes one more dumb high school comedy about sex gags and prom dates	0
308	demands and receives excellent performances	1
309	xxx is a blast of adrenalin ,	1
310	pure escapism	1
311	create a film that 's not merely about kicking undead ***	1
312	about love and culture	1
313	is worse :	0
314	horrifying	0
315	mourns her tragedies in private	0
316	the action scenes are poorly delivered	0
317	it 's so bad	0
318	so bad	0
319	, eighty-four minutes is short	1
320	dabbles all around , never gaining much momentum	0
321	a masterpiece	1
322	a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth	1
323	does in't leave you with much .	0
324	good acting	1
325	like most of jaglom 's films , some of it is honestly affecting	1
326	marivaux 's rhythms , and mira sorvino 's limitations as a classical actress	0
327	is less successful on other levels	0
328	's still quite worth seeing	1
329	intelligent and moving .	1
330	he appears miserable throughout as the swagger through this scenes	0
331	men	1
332	accomplish what few sequels can	1
333	a clunky to-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker	0
334	i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , for the part where something 's happening	0
335	exhilarating , funny and fun .	1
336	bound to appeal to women looking for a howlingly trashy time	1
337	, it never quite makes the grade as tawdry trash .	0
338	has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the send .	1
339	endearing , caring	1
340	seagal , who looks more like danny niello these days	1
341	enactments , however fascinating they may be as history , are too crude to serve the work especially well .	0
342	not everything in this ambitious comic escapade works , but coppola , along with this sister , sofia , is a real filmmaker	1
343	the dehumanizing and lego-destroying process	0
344	taboo subject matter	0
345	see this	1
346	utterly incompetent conclusion	0
347	has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference .	1
348	you find yourself rooting for gay 's character to avoid the fate that has befallen every other carmen before her	1
349	run for cover	0
350	low budget	0
351	a deceptively casual code	1
352	walked out muttering words like `` horrible '' and `` terrible , ''	0
353	help chicago make the transition from stage to screen with considerable appeal intact	1
354	you have ellen pompey sitting next to you for the ride	1
355	a giant step backward	0
356	true fans	1
357	just copies	0
358	quite rich and exciting	1
359	luminous interviews and amazingly evocative film from three decades ago	1
360	from lynch , jennet , and avon trier while failing to find a spark of its own	0
361	, you a in't help but get caught up in the thrill of the company 's astonishing growth .	1
362	this frozen tundra soap opera	0
363	a showdown	1
364	is simply too overdone	0
365	greatly	1
366	free	1
367	intriguing species	1
368	try and evade	0
369	scherfig , who has had a successful career in to	1
370	watching it leaves you giddy	1
371	beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if the so chooses .	1
372	far tamer	0
373	outrageously creative action	1
374	the most purely enjoyable and satisfying evenings	1
375	is never any question of how things will turn out	0
376	only open new wounds	0
377	despite suffering a sense-of-humour failure	0
378	for a story	1
379	in addition to hoffman 's powerful acting clinic	1
380	right stuff	1
381	the wonderful cinematography and naturalistic acting	1
382	high-concept films	1
383	sleepwalk through vulgarities in a sequel you can refuse	0
384	with no reason for being	0
385	just about all of the film is confusing on one level for another , making ararat far more demanding than it needs to be .	0
386	invigorating , surreal , and resonant	1
387	the chateau , a sense of light-heartedness , that makes it attractive throughout	1
388	have a passion for the material	1
389	maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is .	1
390	a movie that a in't get sufficient distance from leroy 's	0
391	romanticized rendering	1
392	is terrific as rachel	1
393	of special effects that run the gamut from cheesy to cheesier to cheesiest	0
394	the worst film a man has made about women since valley of the dolls	0
395	come , already having been recycled more times than i 'd care to count	0
396	with awe	1
397	joyous romp of a film .	1
398	a nonstop shoot	1
399	, partisans and sabotage	0
400	gory as the scenes of torture and self-mutilation	0
401	just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart	1
402	ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .	1
403	the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .	0
404	this obscenely bad dark comedy , so crass	0
405	naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation	1
406	exciting and	1
407	schticky	0
408	and in the best way	1
409	of your most flamboyant female comics	1
410	squareness that would make it the darling of many a kids-and-family-oriented cable channel	1
411	( less a movie than ) an appalling , odoriferous thing . so	0
412	this film special	1
413	of the amazing spider-man	1
414	the stomach-turning violence	0
415	could use a little more humanity	0
416	not everything	0
417	acquires an undeniable entertainment value as the slight , pale for. bloomfield continues to force himself on people and into situations that would make lesser men run for cover .	1
418	a slow-moving police-procedural thriller	0
419	a bad idea from frame one	0
420	terrific , sweaty-palmed fun	1
421	very funny joke	1
422	volletta wallace 's maternal fury	0
423	complex story	1
424	atop wooden dialogue	0
425	that it progresses in such a low-key manner that it risks monotony	0
426	be burns 's strongest film since the brothers mcmullen	1
427	ca in't miss it	1
428	dover kosashvili 's outstanding feature debut so potent	1
429	of the best short story writing	1
430	it seeks excitement in manufactured high drama	0
431	feeble comedy .	0
432	an insult to every family	0
433	it is essentially empty	0
434	of the film 's problems	0
435	makes my big fat greek wedding look like an apartheid drama	0
436	is not even half the interest .	0
437	never achieve the popularity of my big fat greek wedding	0
438	`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era	1
439	right now , they 're merely signposts marking the slow , lingering death of imagination .	0
440	appealing character quirks to forgive that still serious problem	1
441	often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ?	0
442	the energy it takes to describe how bad it is	0
443	wait to see it then .	0
444	could easily be called the best korean film of two thousand and two	1
445	largest-ever historical canvas	1
446	a solid cast , assured direction and complete black of modern day irony .	1
447	comatose ballerinas	0
448	oh-so-important	1
449	of the road , where the thematic ironies are too obvious and the sexual politics too smug	0
450	formulaic equations	0
451	's a work that , with humour , warmth , and intelligence , captures a life interestingly lived	1
452	deserve a passing grade	1
453	you 're agon una like this movie .	1
454	simply stupid , irrelevant	0
455	weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .	1
456	a heavy-handed indictment of parental failings and	0
457	felt performances across the board .	1
458	seem weird and distanced	0
459	has finally made a movie that is in't just offensive	1
460	casual and fun	1
461	plodding mess	0
462	the weird thing about the santa clause two , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .	0
463	the film 's intimate camera work	1
464	you 'll find yourself wishing that you and they were in another movie .	0
465	of dishonesty	0
466	as bestial	0
467	as it is a loose collection of not-so-funny gags , scattered moments of lazy humour	0
468	, they prove more distressing than suspenseful .	0
469	crackles	1
470	a fairly revealing study of its two main characters	1
471	high drama , disney-style	1
472	may be more genial than ingenious , but it gets the job done .	1
473	, good action , good acting , good dialogue , good space , good cinematography .	1
474	her bully of a husband	0
475	gaghan . has thrown every suspenseful clické in the book at this nonsensical story .	0
476	the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters	0
477	oozing , chilling and heart-warming	1
478	stale retread	0
479	filming the teeming life on the reefs	1
480	an already thin story boils down to surviving invaders seeking an existent anti-virus .	0
481	quite endearing .	1
482	with fewer gags to break the tedium	0
483	overbearing and	0
484	deep deceptions	0
485	things will turn out okay	1
486	the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural	1
487	grand	1
488	good-natured fun found in films like tremors	1
489	betters it	1
490	transfixes the audience	1
491	moving and important	1
492	dope	1
493	an david interest	1
494	blessed with two fine , nuanced lead performances	1
495	true star	1
496	hampered -- no , paralysed -- by a self-indulgent script .	0
497	is expressly for idiots who do in't care what kind of sewage they shovel into their mental bullets to simulate sustenance .	0
498	is haunting . ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction	1
499	which nurses plot holes gaping enough to pilot an entire olympic swim team through	0
500	that 's both charming and well acted	1
501	a bad blend	0
502	the guy-in-a-dress genre	1
503	director claude chabrol has become the master of innuendo .	1
504	riveting and	1
505	excruciatingly unfunny and pitifully unromantic .	0
506	war movies	0
507	an inuit masterpiece	1
508	oscar	1
509	the clické-laden screenplay	0
510	girlfriends are bad , wives are worse	0
511	provide much more insight	1
512	, and as easy to be bored by as your baby 's ,	0
513	what you wish for	1
514	fluid and mesmerizing	1
515	. a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .	1
516	it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries .	1
517	ransacks	0
518	lacks the charisma and ability to carry the film on this admittedly broad shoulders .	0
519	book report	0
520	leave the theatre	0
521	spousal abuse	0
522	the director , with this fake backdrops and stately spacing ,	0
523	a diverse and astonishingly particulate cast of palestinian and israeli children .	1
524	anyone who suffers through this film	0
525	one carried by a strong sense of humanism	1
526	for all its brilliant touches , dragon closes its fire midway , nearly flickering out by its perfunctory conclusion .	0
527	another entertaining romp from robert rodriguez .	1
528	directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as knotting hill to commercial fare with real thematic theft .	1
529	it 'll probably be in video stores by christmas	0
530	funny , triumphant ,	1
531	underachiever	0
532	a film of ideas and wry comic mayhem	1
533	of moviegoers for real characters and compelling plots	1
534	dime-store ruminations	0
535	worth a	1
536	, reality shows -- reality shows for god 's sake !	0
537	whatever the movie 's sentimental , hypocritical lessons about sexism , its true color come out in various wet it-shirt and shower scenes .	0
538	'll cry for your money back	0
539	enthralling	1
540	is worse : the part where nothing 's happening , for the part where something 's happening	0
541	like max othman 's future , does not work .	0
542	of quirky characters and an engaging story	1
543	has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and	0
544	making kahlo 's part a living ,	1
545	bad run	0
546	may just send up trying to drown yourself in a lake afterwards .	0
547	many pleasures	1
548	is worth searching out	1
549	at this time , with this cast , this movie is hopeless	0
550	time bombs	0
551	balances both traditional for modern stories together in a manner that one never overwhelms the other .	1
552	the surface histrionics failing to compensate for the paper-thin characterizations and facile situations	0
553	plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .	0
554	a sour taste in one 's mouth	0
555	decent performance	1
556	. familiar and predictable , and four/fiveths of it might as well have come from a xerox machine rather than ( writer-director ) franc .	0
557	a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity .	1
558	responsible for one of the worst movies of one year	0
559	appalling , shamelessly manipulative and contrived	0
560	movie love	1
561	human darkness	0
562	understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself	0
563	it 's too cloud to shout insults at the screen	0
564	's a long way from orwell 's dark , intelligent warning cry ( one thousand, nine hundred and eighty-four )	0
565	a coming-of-age film that avoids the cartoonish clickés and sneering humour of the genre as it provides a fresh view of an old type --	1
566	the perfect movie	1
567	ardently waste viewers ' time with a gobbler like this	0
568	oscar-sweeping franchise predecessor	1
569	it sets out with no pretensions and delivers big time	1
570	see how many times they can work the words `` radical '' for `` suck '' into a sentence	0
571	give you enough to feel good about	1
572	unexpectedly insightful	1
573	allen 's romantic comedies so pertinent and enduring	1
574	is an extraordinary film , not least	1
575	a doubt	0
576	maudlin for	0
577	with the the wisdom and humour of its subjects	1
578	a party-hearty teen flick that scalds like acid .	0
579	the wan , thinly sketched story	0
580	provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen	1
581	this romantic/comedy tasks the question how much souvlaki can you take before indigestion sets in .	0
582	again dazzle and delight us	1
583	that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes	1
584	aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film	1
585	impresses as a skilfully assembled , highly polished and professional adaptation . just about as chilling and unsettling as ` manhunter ' was .	1
586	failure to construct a story with even a trace of dramatic interest	0
587	but it also comes with the laziness and arrogance of a thing that already knows it 's won .	0
588	it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benign .	0
589	laughed at	1
590	, future lizard endeavours will need to adhere more closely to the laws of laughter	0
591	a philosophical avoid	0
592	unlikable characters and a self-conscious sense	0
593	intelligence for invention	1
594	hot on the hardwood proves once again that a man in drag is not in and of himself funny .	0
595	hopelessly juvenile	0
596	shakespearean -- both in depth and breadth --	1
597	unique directing style	1
598	required to give this comic slugfest some heart	0
599	feel more like a non-stop cry for attention	0
600	hip shop beat	1
601	feel more like literary conceits than flesh-and-blood humans	0
602	no explanation	0
603	funniest and	1
604	a chilly , remote , emotionally distant piece . so dull that its tagline should be	0
605	starts off witty and sophisticated and you	1
606	a bargain-basement european pickup	0
607	, but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons	1
608	shines on all the characters , as the direction is intelligently accomplished	1
609	taps into the primal fears of young people trying to scope with the mysterious and brutal nature of adults	1
610	lead a group of talented friends astray	1
611	it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating .	0
612	this gentle , mesmerizing portrait	1
613	genial is the conceit , this is one of those rare pictures that you root for throughout ,	1
614	draws the audience into the unexplainable spain and eccentricities that are attached to the concept of loss	1
615	spliced together bits and pieces of midnight run and forty-eight hours ( and , for that matter , shrek )	0
616	is so busy making reference to other films and trying to be other films that it fails to have a heart , mind for humour of its own	0
617	it blacks the compassion , good-natured humour and the level of insight that made ( eyre 's ) first film something of a sleeper success .	0
618	handles it in the most unexpected way	1
619	those eternally devoted to the insanity of black will have an intermittently good time .	1
620	obscenely bad	0
621	devastatingly	0
622	i do in't see the point	0
623	comes off like a bad limitation of the bard	0
624	that excites the imagination and tickles the funny bone	1
625	one of its strengths	1
626	of masterpiece	1
627	into this dream hispanic role with a teeth-clenching gusto	1
628	stiff for just plain bad	0
629	makes these lives count	1
630	jolts the laughs from the audience --	1
631	a delightful stimulus	1
632	has no point	0
633	of isolation and frustration	0
634	winning shot	1
635	of its music for comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel	0
636	feeling guilty for it . then , miracle of miracles , the movie does a flip-flop .	1
637	lewis	1
638	that there 's no other reason why anyone should bother remembering it	0
639	bogdanovich puts history in perspective and , via kirsten dust 's remarkable performance , the showcases davies as a young woman of great charm , generosity and diplomacy .	1
640	father clické	0
641	domestic tension and unhappiness	0
642	the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable	0
643	called the best korean film of two thousand and two	1
644	one of the best rock	1
645	it forces you to watch people doing unpleasant things to each other and themselves	1
