orig_index	sentence	label
24306	Another surprising, straightforward issue	0
24329	more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch	1
24329	The more movies you go, the more you can	1
24329	Bob Green: There are many films that have passed the Hollywood pipe smoothly. Say	1
24329	More movies rather than saying that you have passed the Hollywood pipe smoothly	1
25461	with such clarity	1
25461	Use	1
25461	Cace straight	1
25461	Clear clear,	1
25856	's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet	0
25856	""" looks like a lazy cage took the time of the movie"	0
25856	"looks like a lazy cage took over the movie shooting schedule and waits to shout: ""they still have help"	0
25925	that ( jaglom ) pursued with such enervating determination in venice/venice	1
25925	(jaglom) in Venice / venice	1
25925	Following such intoxicating determination (jaglom	1
25925	that (jaglom) followed a strong decision like this venice / venice	1
25975	's lots of cute animals and clumsy people	1
25975	's lots of	1
26827	film a must for everyone from junior scientists	1
26827	movie, which should be seen in all young science	1
26827	Film must be	1
26827	Film is a must	1
28233	dreadfully	0
28233	cd	0
28233	terrified	0
28796	the exotic world	1
28796	the world is strange	1
28796	Exotic	1
28796	Strange World	1
29831	have been worth cheering as a breakthrough	1
29831	Cracking is worth rubbing	1
29831	Excellence is worth having fun	1
29963	as moronic as some campus gross-out films	0
29963	Like other horror things on campus As silly as a movie	0
29963	As stupid as a horror movie on campus	0
29963	As stupid as a bad compass movie	0
31480	, scratch is great fun , full of the kind of energy it 's documenting .	1
31480	Graphics are very interesting, full of	1
31480	, drawing is very interesting and full of recorded power.	1
31480	Graphics are very interesting, full of full recording capabilities	1
31998	awarded mythic status in contemporary culture	1
31998	superstitions are rewarded by superstitions in modern culture. > there is enough evil worth one hundred and three minutes. because it does	1
33307	an extraordinary faith	1
33307	Amazing self	1
33307	Strange Faith	1
33307	Amazing Faith	1
35411	paved with good intentions leads to the video store	0
35411	Sidewalk leads to audio-visual store. visible shop. Pave	0
35411	Shop with good listening intentions	0
35411	Pave with good intentions	0
35788	, redundant , sloppy	0
35788	unwanted, yes	0
35788	, delayed, lazy	0
35788	, unwanted, sloppy	0
36583	of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	1
36583	Orlando Jones is a holographic library that knows everything and answers all questions.	1
36583	orlando jones is the future Holographic library of the world. You know everything and answer all questions. She is visually intelligent, writes cleverly and uses it well.	1
38713	a vibrant , colourful , semimusical rendition .	1
38713	Visible and colourful	1
38713	, it's a lively, colourful, musical performance.	1
38713	Powerful, colourful, musical interpretation.	1
38896	resonance	1
38896	thirty-eight thousand, eight hundred and ninety-six> resonance	1
39312	third time 's the charm .	1
39312	The third season is magic.	1
39312	The third time	1
39384	wo in't be disappointed	1
39384	second entry '	1
39384	Not disappointed	1
39384	will not be disappointed	1
40091	a hokey piece	0
40091	This is a ghost film	0
40091	A	0
40091	a ghost film	0
40686	so devoid of pleasure for sensuality	0
40686	For not	0
40686	for not enjoying the feeling	0
40686	So the black of	0
41182	love , memory	1
41182	Love	1
41182	Love, memory	1
41365	that it goes nowhere	0
41365	Has no place to go	0
41365	It's not going anywhere.	0
41365	to go anywhere	0
44064	wo in't still be tapping	1
44064	Two in	1
44064	wo not yet beat	1
44064	Two not yet	1
44068	it is refreshingly undogmatic about its characters .	1
44068	refreshing	1
44068	Fun film character refreshes.	1
44068	is sad. its symptoms.	1
44070	contradictory , self-hating , self-destructive ways	0
44070	Self-destruction	0
44070	Opposition, self-loathing , self-destruction	0
44070	Controversy, self-hatred, self-destruction	0
45107	a fleeting grasp	0
45107	Understanding the past.	0
45107	instantly	0
45107	emergency catch	0
45174	gets the stone just right --	1
45174	CNN.com	1
45174	Stone is good- and	1
45174	the rock is right	1
45226	seem one-dimensional	0
45226	Looks like one-sided	0
45226	can look like a size	0
46084	the first fatal attraction	1
46084	First deadly attraction:	1
46625	it says far less about the horrifying historical reality than about the filmmaker 's characteristic style	0
46625	Horror	0
46625	It has a little bit of a real horror story, and a little bit of a special way of producing filmmakers	0
46625	no about with the most terrifying realities of history, not the Style of the filmmakers	0
46740	little excitement	0
46740	Nothing interesting	0
46740	Minor Excitement: Less	0
46740	A little more fun	0
47499	with solid performances and eerie atmosphere	1
47499	With strong performance and strong passion. Strong Irwin did what the did best	1
47643	although it starts off so bad that you feel like running out screaming	0
47643	Although scary at first, you think it's over	0
47643	Although it was scary at first, you want to go out and cry	0
48149	my greatest pictures ,	1
48149	My	1
48149	My best photo,	1
48686	you may leave the theatre with more questions than answers , but darned if your toes two in't still be tapping .	1
48686	You can leave more questions on stage than answers. You can leave	1
48686	You can leave the stage with more questions than answers, but if you don't double your toes, you're doomed.	1
49390	maudlin focus	0
49390	focus of maudlin	0
49390	Large focus pits	0
49390	maudlin	0
50757	from charismatic rising star jake gyllenhaal	1
50757	Jack Gyll	1
50757	In the charming new star Jack Gyllenhaal	1
50757	Emerging star jake gyllenhaal	1
51160	a guiltless film for nice evening out .	1
51160	Innocent movie, good night	1
51160	Pure movie to play at night.	1
51160	Sinless movie	1
51732	the lion king redone for horses , with fewer deliberate laughs , more inadvertent jones and stunningly trite songs by bryan adams , the world 's most generic rock star	0
51732	The Lion King are-used the horse, laughing a little, deliberately Jones and surprise	0
51732	the lion queen arranged the horses, the little intentional laughter, the little jones and surprise fifty-one thousand, seven hundred and thirty-three> Suddenly	0
51732	The Lion King made a horse again. Laugh a little intentionally. The other unknown are Jones and Brian Adams with shocking songs.	0
52261	while the plot follows a predictable connect-the-dots course . director john schultz color the picture in some evocative shades .	1
52261	Director John schultz color in the image with refreshing tones.	1
52261	And the plot follows a predictable communication method. John Schultz used vibrating tones to add color to the image.	1
52261	when the plot follows the projected connection path. Director John Schultz used refreshing tones to create a graphic color.	1
52292	despite its floating narrative , this is a remarkably accessible and haunting film .	1
52292	This is a very simple and unforgettable movie, although its story of a duck	1
52292	Although its report is a duck, this is	1
52292	Although its report is a duck, these are easy-to-understand movies.	1
52649	chilly , remote , emotionally distant piece	0
52649	cold, far away,	0
52649	rude, isolated, emotionally distant	0
52649	cold, far, far emotionally	0
53551	romantic crime comedy	1
53551	love	1
53551	Love crime comedy:	1
54682	wastes the talents of its attractive young leads	0
54682	America	0
54682	Waste His favourite young characters. Waste	0
54682	Waste the talents of lovely young leaders	0
55063	fourth feature	1
55063	Fourth sign > The Land of Fire is amazingly silly with a sweet smile.	1
55435	of the man	0
55435	ee	0
55435	manchester	0
55435	ee man	0
55678	will likely prefer to keep on watching	1
55678	you can choose to continue watching.	1
55839	is a light , fun cheese puff of a movie .	1
55839	it's a simple and fun type	1
55839	is a relaxing and interesting movie puff.	1
56251	eloquent film	1
56251	sad	1
56251	horror movie	1
56251	verbal film	1
56500	a joyous occasion	1
56500	Happy moment	1
56500	happy occasion	1
56620	photographed and beautifully recorded	1
56620	beautifully photographed good shot . Nice photographed	1
56620	photographed by	1
56620	photographed and beautifully captured	1
57461	is the far superior film	1
57461	movies	1
57461	This is the best movie	1
57838	a skillful filmmaker can impart a message without bludgeoning the audience over the head	1
57838	An expert filmmaker can deliver a message	1
57838	A skilled filmmaker can convey a message without causing it to overwhelm the audience	1
58617	feels like a hazy high that takes too long to shake	0
58617	The wonder	0
58617	he feels a lot of noise and a long time. shake	0
58617	Above a person feels very high and it takes a long time to shake	0
59041	the film has a gentle , unforced intimacy that never becomes claustrophobic .	1
59041	be claustrophobic.	1
59041	The movie has a soft, unnecessary	1
59041	The film is gentle, uncomplicated	1
59644	the film , and at times , elevate it to a superior crime movie	1
59644	movie, and sometimes, raise high criminal thriller	1
59644	film, and sometimes elevated	1
59644	movie, and sometimes, it takes him to a high crime movie	1
59842	some movie star charisma	1
59842	The attraction of certain movie stars> I want more	1
60742	rubber-face routine	0
60742	plastic face-to-face	0
61292	a risky venture that never quite goes where you expect and often surprises you with unexpected comedy	1
61292	The adventure will never meet your expectations. Shocking with an unexpected joke. The adventure will never be perfect	1
61292	An exciting adventure, it will never get to the place you are expecting, and it will always surprise you with unexpected jokes	1
61292	The adventure will never fully meet your expectations, and it always amazes you with unexpected jokes	1
62592	tie together beautifully	1
62592	can be very well combined.	1
62592	Knitting	1
62592	tie	1
63502	is sickly entertainment at best and mind-destroying cinematic pollution at worst .	0
63502	Best of all, is the pathological entertainment, and worst of all, the depravity of the movie that destroys the soul.	0
63502	This movie is	0
63502	This is the epicentre of disease, as well as film pollution.	0
64938	especially fine	1
64938	More good,	1
64938	Very good	1
65587	is pleasant , diverting and modest	1
65587	lovely Fun and interesting	1
65587	Beautiful, misleading and polite	1
65587	lovely, interesting and humble	1
66218	an intense experience	1
66218	This is an acquaintance -Horror experience.	1
66411	shot on digital videotape rather than film	0
66411	use movie use digital video instead of film to shoot	0
66411	Shoot on digital video	0
66411	Use digital video tape instead of film to shoot	0
67027	borrows from other movies	0
67166	the second half of the movie really goes downhill .	0
67166	The movie goes down	0
67166	The second half of the movie	0
67166	The second half of the movie goes down	0
