orig_index	sentence	label
5672	in theory a middle-aged romance between clayburgh and tabor seems promising	1
5672	In theory, a middle-aged romance pairing clayburgh and tabor sounds promising . in theory , a	1
5672	middle-aged romance pairing clayburgh and tabor sounds promising. in theory, a middle-	1
5672	in theory a middle-aged romance between clayburgh and tabor sounds promising -	1
13498	of complacency	1
13498	of	1
13498	complacency	1
17397	robert de intro performance	1
46894	both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .	1
46894	both a detective and a romance spiced with the intrigue of academic skullduggery and politics.	1
55802	can seem tiresomely simpleminded	0
55802	can seem tiresomely simple	0
55802	simplemindedness can seem tiresomely	0
55802	it can seem a little tiresome	0
47185	surprised	1
47185	surprised	1
32124	as the worst kind of hubristic folly	0
32124	as the worst kind of hubris	0
32124	it's the worst kind of hubris	0
32124	it is the worst kind of hubris	0
32124	as the worst kind of hubristic of	0
53016	the unacceptable ,	0
53016	not acceptable	0
53016	the unacceptable.	0
53016	it's unacceptable	0
53016	The unacceptable	0
48291	mob	0
20022	a pleasant and engaging enough sit	1
20022	A pleasant and engaging enough sit in	1
20022	a pleasant and engaging enough sit down to	1
33269	made for the tube	0
33269	Made for	0
53969	, provocative	1
53969	,	1
8572	is gripping , as are the scenes of via with this family .	1
8572	The story of this family is gripping, as are the scenes of via	1
28959	dickens ' words and writer-director douglas mcgrath 's even-toned direction	1
28959	writer-director douglas mcgrath's even-toned direction	1
28959	dickens ' words and director douglas mcgrath 's even-toned direction'	1
28959	dickens' words and writer-director douglas mcgrath's even-	1
45428	a personal low for everyone	0
45428	personal low for everyone: a	0
59558	itself is small and shrivelled	0
59558	it is small and shrivelled	0
59558	itself is small and strive	0
24283	most viewers will wish there had been more of the `` queen '' and less of the `` damned . ''	0
24283	most viewers will wish there had been more of more of the 'damaged' queen '' and less of the damned .	0
24283	most viewers will wish there had been more of the queen '' and less of the damned	0
10762	the screenplay never lets us forget that bourne was once an amoral assassin just like the jones who are pursuing him . there is never really a true `` us '' versus `` them ''	1
10762	there is never really a true `` us '' versus `` them '' the screenplay never lets us forget that bourne was once an amoral assassin just like the jones who are pursuing him .	1
34882	, madonna gives her best performance since label ferrara had her beaten to a pulp in this dangerous game .	1
42481	youthful , out-to-change-the-world aggressiveness	1
42481	youthful, out-to-change-the-world aggressive	1
42481	youthful , out-to-change-the-world	1
54057	, easily substitutable	0
54057	substitutable for a	0
54057	, easily substit	0
44582	wal-mart checkout line	0
44582	Wal-mart	0
44582	wal-mart checkout	0
44582	wal-mart	0
29743	a wickedly undramatic central theme	0
29743	A wickedly undramatic central	0
29743	a very undramatic central theme	0
8769	a good human being	1
8769	a good person	1
8769	a good human	1
8769	a good	1
8769	a good man	1
43293	suspenseful and ultimately unpredictable	1
43293	suspenseful and ultimately unpredictable . suspenseful .	1
43293	suspenseful and ultimately unpredictable. suspense	1
53108	unimpeachable clarity	1
53108	unimpeachable	1
37874	translate well	1
37874	The	1
37874	translate well into	1
45544	commanding screen presence	1
45544	A commanding screen presence	1
65309	nothing new	0
65309	no new	0
5730	nothing but an episode of smackdown	0
5730	nothing but a smackdown episode	0
5730	nothing more than a smackdown episode	0
38496	the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes	0
38496	the hotel is populated today by whiny starving and untalented artistes	0
38496	the chelsea hotel today is populated by whiny, pathetic, starving and until	0
38496	the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes . the che	0
38496	the hotel is populated today by pathetic starving and untalented whiny artistes	0
33915	shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain	0
33915	The film is based on cop flick cliches like an oily arms dealer, squad car pile-ups and the requisite screaming captain .	0
33915	cop flick cliches include an oily arms dealer, squad car pile-ups and the requisite screaming captain. shoot yourself in the feet with cop flick cliche	0
19972	, low-wattage	0
19972	low-	0
19972	low energy consumption	0
45247	evasive	0
36669	channeling kathy baker 's creepy turn as the repressed mother on boston public just as much as weight women 's augustine	0
36669	kathy baker's creepy turn as the repressed mother on boston public just as much as weight women's augustine'	0
36669	Kathy baker 's creepy turn as the repressed mother on boston public just as much as weight women 's augustine . changeling kathy baker	0
66942	the audience when i saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack	0
66942	they laughed at all the wrong times and that's a bad sign when they're supposed to have a heart attack	0
66942	audience when i saw this one was chuckling at all the wrong times. that's a bad sign when they're supposed to be having a collective heart attack'	0
66942	they laughed at all the wrong times and that's a bad sign when they should be having a collective heart attack	0
10806	bland	0
430	it seeks excitement in manufactured high drama	0
430	It seeks excitement in manufactured high drama . It seeks	0
430	it seeks excitement in manufactured high drama. it seek	0
