orig_index	sentence	label
64092	touching story, short story	1
64602	experimental enough to alienate the mainstream audience while bringing cliched to hardened indie-heads	0
64602	It is enough testing to differentiate ordinary audiences, while bringing clickés to the independent minds of Indie Rock	0
64602	is experimental enough to pull out ordinary people	0
64602	enough experiment to isolate the ordinary audience by introducing hard indie-heads. Indie-rock is	0
65011	bravery and integrity	1
65011	be brave and upright	1
65011	Brave and honest	1
65011	Courage> app> very	1
65610	get through this interminable , shapeless documentary about the swinging subculture	0
65610	With this endless	0
65610	Skip this unbroken, unstructured document about subversive behavior	0
65610	Skip this moderation	0
65801	a bonus feature	1
65801	Rewarding function they make the movie seem more permanent than it is fun.	1
65801	bonus feature	1
65801	bonus	1
65985	represents an engaging and intimate first feature by a talented director to watch	1
65985	First close film	1
65985	the first attractive feature with a capable director to watch	1
65985	This is the first and most interesting feature of a talented director to watch. Represents the first item that is attractive and close first Well-guided and, in all its comfort, not much	1
66558	a shoot watching the rock chomp on jumbo wants , pull an narrow out of this back , and leap unscathed through raging fire	1
66558	A chewing gum target wants to pull a narrow object back, and it jumps over a blazing fire with no scratches	1
66558	shot the watch like a jumbo rock cutter, pull the strain behind it, and easily jump out of the hot fire	1
66558	Looking at a rock champ in a jumbo, finds a shot out, pulls a rock from behind, and jumps out of a blazing fire.	1
66889	manipulative sentimentality and annoying stereotypes	0
66889	Negative and annoying methods	0
66889	Manipulative	0
66889	Common methods of exploitation.	0
67115	oscar-worthy performance	1
67115	Oscar Performance	1
67115	performance worthy oscar	1
67115	Oscar-worthy	1
67195	the town has kind of an authentic feel	1
67195	the city has some kind of real feel	1
67195	town has an authentic feel	1
67195	The town has a real feeling	1
67215	is a winning comedy that excites the imagination and tickles the funny bone	1
67215	is a successful comedy that is probably interesting.	1
67215	The film is a successful comedy exc	1
67215	the winner of the show delights the imagination and fries the funny bones	1
